PriceList,Catalog,GradeGroup,Price
EQ3 EXW CA V5,30136-20,70,1050.0
EQ3 EXW CA V5,30136-20,F,1650.0
EQ3 EXW CA V5,30136-20,I,1800.0
EQ3 EXW CA V5,30136-20,41,nan
EQ3 EXW CA V5,30136-20,42,nan
EQ3 EXW CA V5,30136-35,10,796.0
EQ3 EXW CA V5,30136-35,20,836.0
EQ3 EXW CA V5,30136-35,30,866.0
EQ3 EXW CA V5,30136-35,31,866.0
EQ3 EXW CA V5,30136-35,40,896.0
EQ3 EXW CA V5,30136-35,50,946.0
EQ3 EXW CA V5,30136-35,60,996.0
EQ3 EXW CA V5,30136-35,70,1046.0
EQ3 EXW CA V5,30136-35,F,1476.0
EQ3 EXW CA V5,30136-35,I,1596.0
EQ3 EXW CA V5,30136-35,41,nan
EQ3 EXW CA V5,30136-35,42,nan
EQ3 EXW CA V5,30136-36,10,796.0
EQ3 EXW CA V5,30136-36,20,836.0
EQ3 EXW CA V5,30136-36,30,866.0
EQ3 EXW CA V5,30136-36,31,866.0
EQ3 EXW CA V5,30136-36,40,896.0
EQ3 EXW CA V5,30136-36,50,946.0
EQ3 EXW CA V5,30136-36,60,996.0
EQ3 EXW CA V5,30136-36,70,1046.0
EQ3 EXW CA V5,30136-36,F,1476.0
EQ3 EXW CA V5,30136-36,I,1596.0
EQ3 EXW CA V5,30136-36,41,nan
EQ3 EXW CA V5,30136-36,42,nan
EQ3 EXW CA V5,30136-41,10,97.0
EQ3 EXW CA V5,30136-41,20,102.0
EQ3 EXW CA V5,30136-41,30,107.0
EQ3 EXW CA V5,30136-41,31,107.0
EQ3 EXW CA V5,30136-41,40,112.0
EQ3 EXW CA V5,30136-41,50,122.0
EQ3 EXW CA V5,30136-41,60,132.0
EQ3 EXW CA V5,30136-41,70,137.0
EQ3 EXW CA V5,30136-41,F,267.0
EQ3 EXW CA V5,30136-41,I,297.0
EQ3 EXW CA V5,30136-41,41,nan
EQ3 EXW CA V5,30136-41,42,nan
EQ3 EXW CA V5,30136-64,10,221.0
EQ3 EXW CA V5,30136-64,20,241.0
EQ3 EXW CA V5,30136-64,30,256.0
EQ3 EXW CA V5,30136-64,31,256.0
EQ3 EXW CA V5,30136-64,40,276.0
EQ3 EXW CA V5,30136-64,50,296.0
EQ3 EXW CA V5,30136-64,60,316.0
EQ3 EXW CA V5,30136-64,70,336.0
EQ3 EXW CA V5,30136-64,F,496.0
EQ3 EXW CA V5,30136-64,I,556.0
EQ3 EXW CA V5,30136-64,41,276.0
EQ3 EXW CA V5,30136-64,42,296.0
EQ3 EXW CA V5,30136-71,10,472.0
EQ3 EXW CA V5,30136-71,20,492.0
EQ3 EXW CA V5,30136-71,30,507.0
EQ3 EXW CA V5,30136-71,31,507.0
EQ3 EXW CA V5,30136-71,40,527.0
EQ3 EXW CA V5,30136-71,50,547.0
EQ3 EXW CA V5,30136-71,60,567.0
EQ3 EXW CA V5,30136-71,70,587.0
EQ3 EXW CA V5,30136-71,F,812.0
EQ3 EXW CA V5,30136-71,I,872.0
EQ3 EXW CA V5,30136-71,41,nan
EQ3 EXW CA V5,30136-71,42,nan
EQ3 EXW CA V5,30136-74,10,260.0
EQ3 EXW CA V5,30136-74,20,280.0
EQ3 EXW CA V5,30136-74,30,295.0
EQ3 EXW CA V5,30136-74,31,295.0
EQ3 EXW CA V5,30136-74,40,315.0
EQ3 EXW CA V5,30136-74,50,335.0
EQ3 EXW CA V5,30136-74,60,355.0
EQ3 EXW CA V5,30136-74,70,375.0
EQ3 EXW CA V5,30136-74,F,535.0
EQ3 EXW CA V5,30136-74,I,595.0
EQ3 EXW CA V5,30136-74,41,315.0
EQ3 EXW CA V5,30136-74,42,335.0
EQ3 EXW CA V5,30137-01,10,1079.0
EQ3 EXW CA V5,30137-01,20,1119.0
EQ3 EXW CA V5,30137-01,30,1149.0
EQ3 EXW CA V5,30137-01,31,1149.0
EQ3 EXW CA V5,30137-01,40,1179.0
EQ3 EXW CA V5,30137-01,50,1229.0
EQ3 EXW CA V5,30137-01,60,1279.0
EQ3 EXW CA V5,30137-01,70,1329.0
EQ3 EXW CA V5,30137-01,F,1929.0
EQ3 EXW CA V5,30137-01,I,2079.0
EQ3 EXW CA V5,30137-01,41,nan
EQ3 EXW CA V5,30137-01,42,nan
EQ3 EXW CA V5,30137-03,10,1035.0
EQ3 EXW CA V5,30137-03,20,1075.0
EQ3 EXW CA V5,30137-03,30,1105.0
EQ3 EXW CA V5,30137-03,31,1105.0
EQ3 EXW CA V5,30137-03,40,1135.0
EQ3 EXW CA V5,30137-03,50,1185.0
EQ3 EXW CA V5,30137-03,60,1235.0
EQ3 EXW CA V5,30137-03,70,1285.0
EQ3 EXW CA V5,30137-03,F,1885.0
EQ3 EXW CA V5,30137-03,I,2035.0
EQ3 EXW CA V5,30137-03,41,nan
EQ3 EXW CA V5,30137-03,42,nan
EQ3 EXW CA V5,30137-06,10,754.0
EQ3 EXW CA V5,30137-06,20,774.0
EQ3 EXW CA V5,30137-06,30,789.0
EQ3 EXW CA V5,30137-06,31,789.0
EQ3 EXW CA V5,30137-06,40,809.0
EQ3 EXW CA V5,30137-06,50,829.0
EQ3 EXW CA V5,30137-06,60,849.0
EQ3 EXW CA V5,30137-06,70,869.0
EQ3 EXW CA V5,30137-06,F,1094.0
EQ3 EXW CA V5,30137-06,I,1154.0
EQ3 EXW CA V5,30137-06,41,nan
EQ3 EXW CA V5,30137-06,42,nan
EQ3 EXW CA V5,30137-07,10,891.0
EQ3 EXW CA V5,30137-07,20,931.0
EQ3 EXW CA V5,30137-07,30,961.0
EQ3 EXW CA V5,30137-07,31,961.0
EQ3 EXW CA V5,30137-07,40,991.0
EQ3 EXW CA V5,30137-07,50,1041.0
EQ3 EXW CA V5,30137-07,60,1091.0
EQ3 EXW CA V5,30137-07,70,1141.0
EQ3 EXW CA V5,30137-07,F,1741.0
EQ3 EXW CA V5,30137-07,I,1891.0
EQ3 EXW CA V5,30137-07,41,nan
EQ3 EXW CA V5,30137-07,42,nan
EQ3 EXW CA V5,30137-08,10,891.0
EQ3 EXW CA V5,30137-08,20,931.0
EQ3 EXW CA V5,30137-08,30,961.0
EQ3 EXW CA V5,30137-08,31,961.0
EQ3 EXW CA V5,30137-08,40,991.0
EQ3 EXW CA V5,30137-08,50,1041.0
EQ3 EXW CA V5,30137-08,60,1091.0
EQ3 EXW CA V5,30137-08,70,1141.0
EQ3 EXW CA V5,30137-08,F,1741.0
